oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,misc_price,memory,ram,removability,battery_capacity
LG,W10,,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,1080p,164,720 x 1512 ,6.19,Yes,Android,Mediatek MT6762 Helio P22,110,32,3,Non-removable,4000
LG,Stylo 5,,8,Adreno 506,Nano-Sim,LTE,IPS LCD,1080p,1080p,179,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,200,32,3,Non-removable,3500
LG,G8S ThinQ,18,8,Adreno 640,Single-Sim,LTE,G-OLED,4K,1080p,181,1080 x 2248 ,6.21,Yes,Android,Qualcomm SM8150 Snapdragon 855,356.99,64,6,Non-removable,3550
LG,Q8 (2018),18,8,Adreno 506,Single-Sim,LTE,IPS LCD,1080p,1080p,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,300,64,4,Non-removable,3300
LG,X power 3,,4,Adreno 308,Nano-Sim,LTE,IPS LCD,1080p,,171,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,180,16,2,Non-removable,4500
Motorola,One Fusion+,15,8,Adreno 618,Single-Sim,LTE,IPS LCD,4K,1080p,210,1080 x 2340 ,6.5,Yes,Android,Qualcomm SDM730 Snapdragon 730,300,128,6,Non-removable,5000
Motorola,Moto G Fast,10,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,189.4,720 x 1560 ,6.4,Yes,Android,Qualcomm SM6125 Snapdragon 665,199.99,32,3,Non-removable,4000
Motorola,Moto E (2020),,8,Adreno 506,Nano-Sim,LTE,IPS LCD,1080p,1080p,185,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,149.99,32,2,Non-removable,3550
Motorola,Moto G Pro,15,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,192,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,329.99,128,4,Non-removable,4000
Motorola,Edge+,18,8,Adreno 650,Nano-Sim,5G,OLED,6K,1080p,203,1080 x 2340 ,6.7,Yes,Android,Qualcomm SM8250 Snapdragon 865,1200,256,12,Non-removable,5000
Motorola,Moto G8 Power Lite,10,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,1080p,200,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765 Helio P35,144,64,4,Non-removable,5000
Motorola,Moto E6s (2020),,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,1080p,160,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,96.85,32,2,Removable,3000
Motorola,Moto G8,10,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,188.3,720 x 1560 ,6.4,Yes,Android,Qualcomm SM6125 Snapdragon 665,169.99,64,4,Non-removable,4000
Motorola,Moto G Stylus,10,8,Adreno 610,Nano-Sim,LTE,IPS LCD,4K,1080p,192,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,195,128,4,Non-removable,4000
Motorola,Moto G Power,10,8,Adreno 610,Nano-Sim,LTE,IPS LCD,4K,1080p,199,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,249.99,64,4,Non-removable,5000
Motorola,Moto G8 Power,18,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,197,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,174.06,64,4,Non-removable,5000
Motorola,One Hyper,45,8,Adreno 612,Single-Sim,LTE,IPS LCD,4K,1080p,210,1080 x 2340 ,6.5,Yes,Android,Qualcomm SDM675 Snapdragon 675,296.43,128,4,Non-removable,4000
Motorola,Razr 2019,15,8,Adreno 616,Esim,LTE,Foldable P-OLED,4K,1080p,205,876 x 2142 ,6.2,No,Android,Qualcomm SDM710 Snapdragon 710,42.99,128,6,Non-removable,2510
Motorola,Moto G8 Play,,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,1080p,183.6,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P70M,134.99,32,2,Non-removable,4000
Motorola,Moto E6 Play,,4,PowerVR GE8100,Dual-Sim,LTE,IPS LCD,1080p,1080p,140,720 x 1440 ,5.5,Yes,Android,Mediatek MT6739,93.99,32,2,Non-removable,3000
Motorola,Moto G8 Plus,15,8,Adreno 610,Single-Sim,LTE,LTPS IPS LCD,4K,1080p,188,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM665 Snapdragon 665,199.9,64,4,Non-removable,4000
Motorola,One Macro,10,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,1080p,186,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P70,139.99,64,4,Non-removable,4000
Motorola,Moto E6 Plus,10,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,149.7,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,108.96,32,2,Removable,3000
Motorola,One Zoom,15,8,Adreno 612,Single-Sim,LTE,Super AMOLED,4K,1080p,190,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM675 Snapdragon 675,299.99,128,4,Non-removable,4000
Motorola,One Action,10,8,Mali-G72,Single-Sim,LTE,LTPS IPS LCD,4K,1080p,176,1080 x 2520 ,6.3,Yes,Android,Exynos 9609,165,128,4,Non-removable,3500
Motorola,Moto E6,,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,159,720 x 1440 ,5.5,Yes,Android,Qualcomm SDM435 Snapdragon 435,59.99,16,2,Removable,3000
Motorola,Moto Z4,15,8,Adreno 612,Single-Sim,LTE,OLED,4K,1080p,165,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM675 Snapdragon 675,299.99,128,4,Non-removable,3600
Motorola,One Vision,15,8,Mali-G72,Single-Sim,LTE,LTPS IPS LCD,4K,1080p,180,1080 x 2520 ,6.3,Yes,Android,Exynos 9609,195,128,4,Non-removable,3500
Nokia,C5 Endi,10,8,PowerVR GE8320,Nano-Sim,LTE,IPS LCD,1080p,1080p,200,720 x 1600 ,6.52,Yes,Android,Mediatek MT6762 Helio P22,150,64,3,Non-removable,4000
Nokia,C2 Tennen,10,4,PowerVR GE8320,Nano-Sim,LTE,IPS LCD,1080p,720p,180,720 x 1440 ,5.45,Yes,Android,Mediatek MT6761 Helio A22,60,16,2,Non-removable,3000
Nokia,C2 Tava,10,4,PowerVR GE8320,Nano-Sim,LTE,IPS LCD,1080p,720p,180,720 x 1440 ,5.45,Yes,Android,Mediatek MT6761 Helio A22,100,16,2,Non-removable,3000
Nokia,8.3 5G,18,8,Adreno 620,Single-Sim,5G,IPS LCD,4K,1080p,220,1080 x 2400 ,6.81,Yes,Android,Qualcomm SDM765 Snapdragon 765G,500,64,6,Non-removable,4500
Nokia,5.3,10,8,Adreno 610,Single-Sim,LTE,IPS LCD,1080p,1080p,185,720 x 1600 ,6.55,Yes,Android,Qualcomm SM6125 Snapdragon 665,149.95,64,3,Non-removable,4000
Nokia,1.3,,4,Adreno 308,Single-Sim,LTE,IPS LCD,720p,720p,155,720 x 1520 ,5.71,Yes,Android,Qualcomm QM215,64.98,16,1,Removable,3000
Nokia,2.3,,4,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,,183,720 x 1520 ,6.2,Yes,Android,Mediatek MT6761 Helio A22,99.57,32,2,Non-removable,4000
Nokia,7.2,10,8,Adreno 512,Single-Sim,LTE,IPS LCD,4K,1080p,180,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM660 Snapdragon 660,198.31,64,4,Non-removable,3500
Nokia,6.2,10,8,Adreno 509,Single-Sim,LTE,IPS LCD,4K,1080p,180,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM636 Snapdragon 636,166.11,32,3,Non-removable,3500
Nokia,3.1 C,10,4,Adreno 504,Nano-Sim,LTE,IPS LCD,1080p,720p,156,720 x 1440 ,5.45,Yes,Android,Qualcomm SDM429 Snapdragon 429,126,32,2,Non-removable,2990
Nokia,3.1 A,10,4,Adreno 504,Nano-Sim,LTE,IPS LCD,1080p,720p,156,720 x 1440 ,5.45,Yes,Android,Qualcomm SDM429 Snapdragon 429,81,32,2,Non-removable,2990
Nokia,2.2,,4,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,1080p,153,720 x 1520 ,5.71,Yes,Android,Mediatek MT6761 Helio A22,69.99,16,2,Removable,3000
Oppo,Reno4 Pro 5G,65,8,Adreno 620,Dual-Sim,5G,AMOLED,4K,1080p,172,1080 x 2400 ,6.55,No,Android,Qualcomm SDM765 Snapdragon 765G,470,128,8,Non-removable,4000
Oppo,Reno4 5G,65,8,Adreno 620,Dual-Sim,5G,AMOLED,4K,1080p,183,1080 x 2400 ,6.43,No,Android,Qualcomm SDM765 Snapdragon 765G,370,128,8,Non-removable,4000
Oppo,Find X2 Neo,30,8,Adreno 620,Nano-Sim,5G,AMOLED,4K,1080p,171,1080 x 2400 ,6.5,No,Android,Qualcomm SDM765 Snapdragon 765G,587.4,256,12,Non-removable,4025
Oppo,A92s,18,8,Mali-G57,Dual-Sim,5G,LTPS IPS LCD,4K,1080p,184,1080 x 2400 ,6.57,Yes,Android,MediaTek MT6873V Dimensity 800 5G,290,128,6,Non-removable,4000
Oppo,Find X2 Lite,30,8,Adreno 620,Dual-Sim,5G,AMOLED,4K,1080p,180,1080 x 2400 ,6.4,Yes,Android,Qualcomm SDM765 Snapdragon 765G,399,128,8,Non-removable,4025
Oppo,Ace2,65,8,Adreno 650,Dual-Sim,5G,AMOLED,4K,1080p,186,1080 x 2400 ,6.55,No,Android,Qualcomm SM8250 Snapdragon 865,520,128,8,Non-removable,4000
Oppo,A12e,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,120,64,3,Non-removable,4230
Oppo,Reno3,30,8,PowerVR GM9446,Dual-Sim,LTE,AMOLED,4K,1080p,170,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6779 Helio P90,324.38,128,8,Non-removable,4025
Oppo,Find X2 Pro,65,8,Adreno 650,Dual-Sim,5G,AMOLED,4K,1080p,217,1440 x 3168 ,6.7,No,Android,Qualcomm SM8250 Snapdragon 865,1010.71,256,12,Non-removable,4260
Oppo,Find X2,65,8,Adreno 650,Dual-Sim,5G,AMOLED,4K,1080p,209,1440 x 3168 ,6.7,No,Android,Qualcomm SM8250 Snapdragon 865,969.99,128,8,Non-removable,4200
Oppo,Reno3 Pro,30,8,PowerVR GM9446,Dual-Sim,LTE,Super AMOLED,4K,1080p,175,1080 x 2400 ,6.4,Yes,Android,Mediatek Helio P95,29149,128,8,Non-removable,4025
Oppo,F15,20,8,Mali-G72,Dual-Sim,LTE,AMOLED,1080p,1080p,172,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6771V Helio P70,299.89,128,8,Non-removable,4025
Oppo,Reno3 Pro 5G,30,8,Adreno 620,Dual-Sim,5G,AMOLED,4K,1080p,171,1080 x 2400 ,6.5,No,Android,Qualcomm SDM765 Snapdragon 765G,690,128,8,Non-removable,4025
Oppo,Reno3 Youth,30,8,Adreno 620,Dual-Sim,5G,AMOLED,4K,1080p,180,1080 x 2400 ,6.4,Yes,Android,Qualcomm SDM765 Snapdragon 765G,400,128,8,Non-removable,4025
Oppo,Reno3 5G,30,8,Mali-G77,Dual-Sim,5G,AMOLED,4K,1080p,181,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6885Z Dimensity 1000L,440,128,8,Non-removable,4025
Oppo,A91,20,8,Mali-G72,Dual-Sim,LTE,AMOLED,1080p,1080p,172,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6771V Helio P70,269.98,128,8,Non-removable,4025
Oppo,A8,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,180,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765V/CB Helio P35,150,128,4,Non-removable,4230
Oppo,Reno Ace,65,8,Adreno 640,Dual-Sim,LTE,AMOLED,4K,1080p,200,1080 x 2400 ,6.5,Yes,Android,Qualcomm SM8150 Snapdragon 855+,607.77,128,8,Non-removable,4000
Oppo,Reno A,,8,Adreno 616,Dual-Sim,LTE,AMOLED,4K,1080p,169.5,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM710 Snapdragon 710,280,128,6,Non-removable,3600
Oppo,A5 (2020),,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,148.96,64,3,Non-removable,5000
Oppo,A9 (2020),10,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,179.99,128,4,Non-removable,5000
Oppo,Reno2,20,8,Adreno 618,Dual-Sim,LTE,AMOLED,4K,1080p,189,1080 x 2400 ,6.5,Yes,Android,Qualcomm SDM730 Snapdragon 730G,399.99,128,8,Non-removable,4000
Oppo,Reno2 F,20,8,Mali-G72,Dual-Sim,LTE,AMOLED,1080p,1080p,195,1080 x 2340 ,6.5,Yes,Android,Mediatek MT6771V Helio P70,374.9,128,8,Non-removable,4000
Oppo,Reno2 Z,20,8,PowerVR GM9446,Dual-Sim,LTE,AMOLED,4K,1080p,195,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6779 Helio P90,269,128,8,Non-removable,4000
Oppo,Reno Z,20,8,PowerVR GM9446,Dual-Sim,LTE,AMOLED,4K,1080p,186,1080 x 2340 ,6.4,Yes,Android,Mediatek MT6779 Helio P90,330,128,4,Non-removable,4035
Oppo,A9x,20,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,1080p,190,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6771V Helio P70,260,128,6,Non-removable,4020
Oppo,Reno 5G,20,8,Adreno 640,Dual-Sim,5G,AMOLED,4K,1080p,215,1080 x 2340 ,6.6,No,Android,Qualcomm SM8150 Snapdragon 855,880,256,8,Non-removable,4065
Oppo,A1k,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,720p,170,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,100,32,2,Non-removable,4000
Oppo,A5 (AX5),,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,230,32,3,Non-removable,4230
Realme,X3 SuperZoom,30,8,Adreno 640,Dual-Sim,LTE,IPS LCD,4K,1080p,202,1080 x 2400 ,6.6,No,Android,Qualcomm SM8150 Snapdragon 855+,499,128,8,Non-removable,4200
Realme,6S,30,8,Mali-G76,Dual-Sim,LTE,IPS LCD,4K,1080p,191,1080 x 2400 ,6.5,Yes,Android,Mediatek MT6785 Helio G90T,200,64,4,Non-removable,4300
Realme,X50 Pro Player,65,8,Adreno 650,Dual-Sim,5G,Super AMOLED,4K,1080p,209,1080 x 2400 ,6.44,No,Android,Qualcomm SM8250 Snapdragon 865,464.99,128,6,Non-removable,4200
Realme,Narzo 10,18,8,Mali-G52,Dual-Sim,LTE,IPS LCD,1080p,1080p,199,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G80,150,128,4,Non-removable,5000
Realme,Narzo 10A,10,8,Mali-G52,Dual-Sim,LTE,IPS LCD,1080p,1080p,195,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G70,100,32,3,Non-removable,5000
Realme,X50m 5G,30,8,Adreno 620,Dual-Sim,5G,IPS LCD,4K,1080p,194,1080 x 2400 ,6.57,No,Android,Qualcomm SDM765 Snapdragon 765G,276.11,128,6,Non-removable,4200
Realme,6i,18,8,Mali-G52,Dual-Sim,LTE,IPS LCD,1080p,1080p,199,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G80,164.14,64,3,Non-removable,5000
Realme,6 Pro,30,8,Adreno 618,Dual-Sim,LTE,IPS LCD,4K,1080p,202,1080 x 2400 ,6.6,Yes,Android,Qualcomm SM7125 Snapdragon 720G,249,64,6,Non-removable,4300
Realme,X50 Pro 5G,65,8,Adreno 650,Dual-Sim,5G,Super AMOLED,4K,1080p,205,1080 x 2400 ,6.44,No,Android,Qualcomm SM8250 Snapdragon 865,435.99,128,6,Non-removable,4200
Realme,C3 (3 cameras),10,8,Mali-G52,Dual-Sim,LTE,IPS LCD,1080p,1080p,195,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G70,124.94,32,2,Non-removable,5000
Realme,X50 5G,30,8,Adreno 620,Dual-Sim,5G,IPS LCD,4K,1080p,202,1080 x 2400 ,6.57,No,Android,Qualcomm SDM765 Snapdragon 765G,239.99,64,6,Non-removable,4200
Realme,5i,10,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.52,Yes,Android,Qualcomm SDM665 Snapdragon 665,139.99,32,3,Non-removable,5000
Realme,5s,10,8,Adreno 610,Dual-Sim,LTE,IPS LCD,4K,1080p,198,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,169,64,4,Non-removable,5000
Realme,C2s,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,166,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,40,32,3,Non-removable,4000
Realme,C2 2020,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,166,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,100,32,2,Non-removable,4000
Realme,X2 Pro,50,8,Adreno 640,Dual-Sim,LTE,Super AMOLED,4K,1080p,199,1080 x 2400 ,6.5,Yes,Android,Qualcomm SM8150 Snapdragon 855+,429.9,64,6,Non-removable,4000
Realme,XT,20,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,4K,1080p,183,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM712 Snapdragon 712,204.9,64,4,Non-removable,4000
Realme,5 Pro,20,8,Adreno 616,Dual-Sim,LTE,IPS LCD,4K,1080p,184,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM712 Snapdragon 712,188.1,64,4,Non-removable,4035
Realme,3i,,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,1080p,175,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P60,8000,32,3,Non-removable,4230
Realme,3 Pro,20,8,Adreno 616,Dual-Sim,LTE,IPS LCD,4K,1080p,172,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,168.9,64,4,Non-removable,4045
Samsung,Galaxy M01,,8,Adreno 505,Dual-Sim,LTE,PLS TFT,1080p,,168,720 x 1520 ,5.7,Yes,Android,Qualcomm SDM439 Snapdragon 439,110,32,3,Non-removable,4000
Samsung,Galaxy A21s,15,8,Mali-G52,Single-Sim,LTE,PLS TFT,1080p,1080p,192,720 x 1600 ,6.5,Yes,Android,Exynos 850,204.75,32,3,Non-removable,5000
Samsung,Galaxy A Quantum,25,8,Mali-G76,Nano-Sim,5G,Super AMOLED Plus,4K,1080p,185,1080 x 2400 ,6.7,Yes,Android,Exynos 980,500,128,8,Non-removable,4500
Samsung,Galaxy A71 5G,25,8,Mali-G76,Single-Sim,5G,Super AMOLED Plus,4K,1080p,185,1080 x 2400 ,6.7,Yes,Android,Exynos 980,474.4,128,6,Non-removable,4500
Samsung,Galaxy A51 5G,15,8,Mali-G76,Single-Sim,5G,Super AMOLED,4K,1080p,187,1080 x 2400 ,6.5,Yes,Android,Exynos 980,430,128,6,Non-removable,4500
Samsung,Galaxy A21,15,,,Single-Sim,LTE,Super AMOLED,1080p,1080p,193,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765 Helio P35,204.75,32,3,Non-removable,4000
Samsung,Galaxy M11,15,8,Adreno 506,Dual-Sim,LTE,PLS TFT,1080p,1080p,197,720 x 1560 ,6.4,Yes,Android,Qualcomm SDM450 Snapdragon 450,10999,32,3,Non-removable,5000
Samsung,Galaxy A31,15,8,Mali-G52,Single-Sim,LTE,Super AMOLED,1080p,1080p,185,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6768 Helio P65,212.99,64,4,Non-removable,5000
Samsung,Galaxy A41,15,8,Mali-G52,Single-Sim,LTE,Super AMOLED,1080p,1080p,152,1080 x 2400 ,6.1,Yes,Android,Mediatek MT6768 Helio P65,233.9,64,4,Non-removable,3500
Samsung,Galaxy M21,15,8,Mali-G72,Dual-Sim,LTE,Super AMOLED,4K,1080p,188,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,219,64,4,Non-removable,6000
Samsung,Galaxy A11,15,8,,Single-Sim,LTE,PLS TFT,1080p,1080p,177,720 x 1560 ,6.4,Yes,Android,Qualcomm SDM450 Snapdragon 450,142.77,32,2,Non-removable,4000
Samsung,Galaxy M31,15,8,Mali-G72,Dual-Sim,LTE,Super AMOLED,4K,4K,191,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,229.9,64,6,Non-removable,6000
Samsung,Galaxy S20 Ultra 5G,45,8,Mali-G77,Single-Sim,5G,Dynamic AMOLED 2X,8K,4K,222,1440 x 3200 ,6.9,No,Android,Exynos 990,1048,128,12,Non-removable,5000
Samsung,Galaxy S20 Ultra,45,8,Mali-G77,Single-Sim,LTE,Dynamic AMOLED 2X,8K,4K,220,1440 x 3200 ,6.9,No,Android,Exynos 990,1240.53,128,12,Non-removable,5000
Samsung,Galaxy S20+ 5G,25,8,Mali-G77,Single-Sim,5G,Dynamic AMOLED 2X,8K,4K,188,1440 x 3200 ,6.7,No,Android,Exynos 990,836,128,12,Non-removable,4500
Samsung,Galaxy S20+,25,8,Mali-G77,Single-Sim,LTE,Dynamic AMOLED 2X,8K,4K,186,1440 x 3200 ,6.7,No,Android,Exynos 990,775,128,8,Non-removable,4500
Samsung,Galaxy S20 5G UW,25,8,Adreno 650,Nano-Sim,5G,Dynamic AMOLED 2X,8K,4K,168.1,1440 x 3200 ,6.2,No,Android,Qualcomm SM8250 Snapdragon 865,880,128,8,Non-removable,4000
Samsung,Galaxy S20 5G,25,8,Mali-G77,Single-Sim,5G,Dynamic AMOLED 2X,8K,4K,163,1440 x 3200 ,6.2,No,Android,Exynos 990,789.99,128,12,Non-removable,4000
Samsung,Galaxy S20,25,8,Mali-G77,Single-Sim,LTE,Dynamic AMOLED 2X,8K,4K,163,1440 x 3200 ,6.2,No,Android,Exynos 990,709.99,128,8,Non-removable,4000
Samsung,Galaxy Z Flip,15,8,Adreno 640,Nano-Sim,LTE,Foldable Dynamic AMOLED,4K,4K,183,1080 x 2636 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855+,1080,256,8,Non-removable,3300
Samsung,Galaxy Xcover Pro,15,8,Mali-G72,Single-Sim,LTE,IPS LCD,1080p,1080p,218,1080 x 2340 ,6.3,Yes,Android,Exynos 9611,384.38,64,4,Removable,4050
Samsung,Galaxy Note10 Lite,25,8,Mali-G72,Single-Sim,LTE,Super AMOLED,4K,4K,199,1080 x 2400 ,6.7,Yes,Android,Exynos 9810,480,128,6,Non-removable,4500
Samsung,Galaxy S10 Lite,45,8,Adreno 640,Single-Sim,LTE,Super AMOLED Plus,4K,1080p,186,1080 x 2400 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855,449.95,128,6,Non-removable,4500
Samsung,Galaxy A01,,8,Adreno 505,Single-Sim,LTE,PLS TFT,1080p,,149,720 x 1520 ,5.7,Yes,Android,Qualcomm SDM439 Snapdragon 439,99.99,16,2,Non-removable,3000
Samsung,Galaxy A71,25,8,Adreno 618,Single-Sim,LTE,Super AMOLED Plus,4K,1080p,179,1080 x 2400 ,6.7,Yes,Android,Qualcomm SDM730 Snapdragon 730,329,128,6,Non-removable,4500
Samsung,Galaxy A51,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,4K,1080p,172,1080 x 2400 ,6.5,Yes,Android,Exynos 9611,261.99,64,4,Non-removable,4000
Samsung,Galaxy A70s,25,8,Adreno 612,Single-Sim,LTE,Super AMOLED,4K,1080p,187,1080 x 2400 ,6.7,Yes,Android,Qualcomm SDM675 Snapdragon 675,380,128,6,Non-removable,4500
Samsung,Galaxy A20s,15,8,Adreno 506,Single-Sim,LTE,IPS LCD,1080p,1080p,183,720 x 1560 ,6.5,Yes,Android,Qualcomm SDM450 Snapdragon 450,156.99,32,3,Non-removable,4000
Samsung,Galaxy M30s,15,8,Mali-G72,Dual-Sim,LTE,Super AMOLED,4K,1080p,188,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,194.9,64,4,Non-removable,6000
Samsung,Galaxy M10s,15,8,Mali-G71,Dual-Sim,LTE,Super AMOLED,1080p,1080p,169,720 x 1560 ,6.4,Yes,Android,Exynos 7884B,199.99,32,3,Non-removable,4000
Samsung,Galaxy A90 5G,25,8,Adreno 640,Single-Sim,5G,Super AMOLED,4K,1080p,206,1080 x 2400 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855,436.08,128,6,Non-removable,4500
Samsung,Galaxy A30s,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,169,720 x 1560 ,6.4,Yes,Android,Exynos 7904,183.4,32,3,Non-removable,4000
Samsung,Galaxy A50s,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,4K,1080p,169,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,271.99,64,4,Non-removable,4000
Samsung,Galaxy Note10+ 5G,45,8,Mali-G76,Nano-Sim,5G,Dynamic AMOLED,4K,4K,198,1440 x 3040 ,6.8,No,Android,Exynos 9825,812,256,12,Non-removable,4300
Samsung,Galaxy Note10+,45,8,Mali-G76,Single-Sim,LTE,Dynamic AMOLED,4K,4K,196,1440 x 3040 ,6.8,No,Android,Exynos 9825,718.45,256,12,Non-removable,4300
Samsung,Galaxy Note10 5G,25,8,Mali-G76,Nano-Sim,5G,Dynamic AMOLED,4K,4K,168,1080 x 2280 ,6.3,No,Android,Exynos 9825,1100,256,12,Non-removable,3500
Samsung,Galaxy Note10,25,8,Mali-G76,Single-Sim,LTE,Dynamic AMOLED,4K,4K,168,1080 x 2280 ,6.3,No,Android,Exynos 9825,598.91,256,8,Non-removable,3500
Samsung,Galaxy A10s,,8,PowerVR GE8320,Single-Sim,LTE,PLS TFT,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Mediatek MT6762 Helio P22,119.99,32,2,Non-removable,4000
Samsung,Galaxy A10e,,8,Mali-G71,Nano-Sim,LTE,PLS TFT,1080p,,141,720 x 1560 ,5.83,Yes,Android,Exynos 7884,87.51,32,2,Non-removable,3000
Samsung,Galaxy M40,15,8,Adreno 612,Dual-Sim,LTE,PLS TFT,4K,1080p,168,1080 x 2340 ,6.3,No,Android,Qualcomm SDM675 Snapdragon 675,15999,64,4,Non-removable,3500
Apple,iPhone 11 Pro Max,18,6,Apple GPU,Single-Sim,LTE,Super Retina XDR OLED,4K,4K,226,1242 x 2688 ,6.5,No,iOS,Apple A13 Bionic,989,64,4,Non-removable,3969
Apple,iPhone 11 Pro,18,6,Apple GPU,Nano-Sim,LTE,Super Retina XDR OLED,4K,4K,188,1125 x 2436 ,5.8,No,iOS,Apple A13 Bionic,969,64,4,Non-removable,3046
Apple,iPhone 11,18,6,Apple GPU,Single-Sim,LTE,Liquid Retina IPS LCD,4K,4K,194,828 x 1792 ,6.1,No,iOS,Apple A13 Bionic,632.99,64,4,Non-removable,3110
